Ev_ID,Risk category,Risk subcategory,Description,should_be_game_theoretic,justification,fits_prisoner_s_dilemma,fits_chicken,fits_bach_or_stravinski,fits_no_conflict,fits_stag_hunt,fits_coordination,fits_matching_pennies
58.07.12,Societal and Cultural ,Public service delivery deterioration ,"""Public service delivery deterioration - Poor performance of a public technology system due to malfunc- tion, over-use, under-staffing etc, resulting in individuals, groups, or organisations unable to use it in a manner they can reasonably expect.""",False,"Risk is mainly about internal documentation/governance quality, not strategic interaction between distinct actors with interdependent payoffs, so no 2x2 game structure applies.",False,False,False,False,False,False,False
58.07.13,Societal and Cultural ,Societal destabilisation,"""Societal destabilisation - Societal instability in the form of strikes, demonstrations and other types of civil unrest caused by loss of jobs to technology, unfair algorithmic outcomes, disinformation, etc.""",True,"Multiple actors (creators, platforms, rights-holders, regulators) must choose IP/ownership standards. Payoffs depend on mutual choices; key structure is coordination on standards, with distributional preferences → BoS & Coordination.",False,False,True,False,False,True,False
58.07.14,Societal and Cultural ,Societal inequality,"""Societal inequality - Increased difference in social status or wealth between individuals or groups caused or amplified by a technology system, leading to the loss of social and community wellbeing/cohesion and destabilisation.""",False,"Description is missing (“nan”), so no actors, incentives, or interdependent choices can be inferred. Treat as non-strategic per rules; no 2x2 game structures apply.",False,False,False,False,False,False,False
58.07.15,Societal and Cultural ,Violence/armed conflict,"""Violence/armed conflict - Use or misuse of a technology system to incite, facilitate or conduct cyberattacks, security breaches, lethal, biological and chemical weapons development, resulting in violence and armed conflict.""",False,"Lack of system/model documentation is mainly a single-actor quality/governance failure; incentives do not crucially depend on strategic choices of another actor, so no core 2x2 game structure applies.",False,False,False,False,False,False,False
58.08.00,Political and Economic ,,"""Political and Economic - Manipulation of political beliefs, damage to political institutions and the effective delivery of government services.""",False,"Unrepresentative testing is primarily a single-actor quality/reliability issue about test design vs deployment conditions, with no inherent multi-actor strategic incentives.",False,False,False,False,False,False,False
58.08.01,Political and Economic ,Critical infrastructure damage ,"""Critical infrastructure damage - Damage, disruption to or destruction of systems essential to the functioning and safety of a nation or state, including energy, transport, health, finance, and communication systems.""",False,"Risk is about a single actor incompletely specifying intended uses and associated risks. No explicit second actor or interdependent payoffs are defined, so no core strategic game structure.",False,False,False,False,False,False,False
58.08.02,Political and Economic ,Economic instability ,"""Economic instability - Uncontrolled fluctuations impacting the financial system, or parts thereof, due to the use or misuse of a technology system, or set of systems.""",False,"Lack of data transparency here is a documentation/quality failure, not arising from strategic interaction between actors with interdependent payoffs; thus no 2x2 game structure is appropriate.",False,False,False,False,False,False,False
58.08.03,Political and Economic ,Power concentration ,"""Power concentration - Amplification of concentration of economic and/or political wealth and power, potentially resulting in increased inequality and instability.""",False,Mis-specifying a risk metric is primarily a single-actor quality/epistemic failure; no inherent multi-actor strategic interaction or payoff interdependence is specified.,False,False,False,False,False,False,False
58.08.04,Political and Economic ,Electoral interference ,"""Electoral interference - Generation of false or misleading information that can interrupt or mislead voters and/or undermine trust in electoral processes.""",False,"Lack of model transparency here is a single-actor documentation/quality issue, not driven by strategic interdependence between actors’ choices. Thus it is not naturally modeled as a 2x2 game.",False,False,False,False,False,False,False
58.08.05,Political and Economic ,Institutional trust loss ,"""Institutional trust loss - Erosion of trust in public institutions and weakened checks and balances due to mis/disinformation, influence operations, over-dependence on technology, etc.""",False,"Risk is mainly a single-organization quality/process issue: insufficiently diverse testers. No explicit interacting actors with strategic incentives are specified, so not game-theoretic.",False,False,False,False,False,False,False
